,pclass,age,sibsp,parch,fare,sex_female,sex_male
536,2.0,32.0,0.0,0.0,13.0,1,0
537,2.0,34.0,0.0,0.0,13.0,0,1
538,2.0,30.0,0.0,0.0,12.7375,0,1
539,2.0,27.0,0.0,0.0,15.0333,0,1
540,2.0,2.0,1.0,1.0,26.0,1,0
541,2.0,8.0,1.0,1.0,26.0,1,0
542,2.0,33.0,0.0,2.0,26.0,1,0
543,2.0,36.0,0.0,0.0,10.5,0,1
544,2.0,34.0,1.0,0.0,21.0,0,1
545,2.0,30.0,3.0,0.0,21.0,1,0
546,2.0,28.0,0.0,0.0,13.0,1,0
547,2.0,23.0,0.0,0.0,15.0458,0,1
548,2.0,0.8333,1.0,1.0,18.75,0,1
549,2.0,3.0,1.0,1.0,18.75,0,1
550,2.0,24.0,2.0,3.0,18.75,1,0
551,2.0,50.0,0.0,0.0,10.5,1,0
552,2.0,19.0,0.0,0.0,10.5,0,1
553,2.0,21.0,0.0,0.0,10.5,1,0
554,2.0,26.0,0.0,0.0,13.0,0,1
555,2.0,25.0,0.0,0.0,13.0,0,1
556,2.0,27.0,0.0,0.0,26.0,0,1
557,2.0,25.0,0.0,1.0,26.0,1,0
558,2.0,18.0,0.0,2.0,13.0,1,0
559,2.0,20.0,0.0,0.0,36.75,1,0
560,2.0,30.0,0.0,0.0,13.0,1,0
561,2.0,59.0,0.0,0.0,13.5,0,1
562,2.0,30.0,0.0,0.0,12.35,1,0
563,2.0,35.0,0.0,0.0,10.5,0,1
564,2.0,40.0,0.0,0.0,13.0,1,0
565,2.0,25.0,0.0,0.0,13.0,0,1
566,2.0,41.0,0.0,0.0,15.0458,0,1
567,2.0,25.0,0.0,0.0,10.5,0,1
568,2.0,18.5,0.0,0.0,13.0,0,1
569,2.0,14.0,0.0,0.0,65.0,0,1
570,2.0,50.0,0.0,0.0,10.5,1,0
571,2.0,23.0,0.0,0.0,13.0,0,1
572,2.0,28.0,0.0,0.0,12.65,1,0
573,2.0,27.0,0.0,0.0,10.5,1,0
574,2.0,29.0,1.0,0.0,21.0,0,1
575,2.0,27.0,1.0,0.0,21.0,1,0
576,2.0,40.0,0.0,0.0,13.0,0,1
577,2.0,31.0,0.0,0.0,21.0,1,0
578,2.0,30.0,1.0,0.0,21.0,0,1
579,2.0,23.0,1.0,0.0,10.5,0,1
580,2.0,31.0,0.0,0.0,21.0,1,0
581,2.0,,0.0,0.0,0.0,0,1
582,2.0,12.0,0.0,0.0,15.75,1,0
583,2.0,40.0,0.0,0.0,15.75,1,0
584,2.0,32.5,0.0,0.0,13.0,1,0
585,2.0,27.0,1.0,0.0,26.0,0,1
586,2.0,29.0,1.0,0.0,26.0,1,0
587,2.0,2.0,1.0,1.0,23.0,0,1
588,2.0,4.0,1.0,1.0,23.0,1,0
589,2.0,29.0,0.0,2.0,23.0,1,0
590,2.0,0.9167,1.0,2.0,27.75,1,0
591,2.0,5.0,1.0,2.0,27.75,1,0
592,2.0,36.0,1.0,2.0,27.75,0,1
593,2.0,33.0,1.0,2.0,27.75,1,0
594,2.0,66.0,0.0,0.0,10.5,0,1
595,2.0,,0.0,0.0,12.875,0,1
596,2.0,31.0,0.0,0.0,13.0,0,1
597,2.0,,0.0,0.0,13.0,0,1
598,2.0,26.0,0.0,0.0,13.5,1,0
599,2.0,24.0,0.0,0.0,13.0,1,0
600,3.0,42.0,0.0,0.0,7.55,0,1
601,3.0,13.0,0.0,2.0,20.25,0,1
602,3.0,16.0,1.0,1.0,20.25,0,1
603,3.0,35.0,1.0,1.0,20.25,1,0
604,3.0,16.0,0.0,0.0,7.65,1,0
605,3.0,25.0,0.0,0.0,7.65,0,1
606,3.0,20.0,0.0,0.0,7.925,0,1
607,3.0,18.0,0.0,0.0,7.2292,1,0
608,3.0,30.0,0.0,0.0,7.25,0,1
609,3.0,26.0,0.0,0.0,8.05,0,1
610,3.0,40.0,1.0,0.0,9.475,1,0
611,3.0,0.8333,0.0,1.0,9.35,0,1
612,3.0,18.0,0.0,1.0,9.35,1,0
613,3.0,26.0,0.0,0.0,18.7875,0,1
614,3.0,26.0,0.0,0.0,7.8875,0,1
615,3.0,20.0,0.0,0.0,7.925,0,1
616,3.0,24.0,0.0,0.0,7.05,0,1
617,3.0,25.0,0.0,0.0,7.05,0,1
618,3.0,35.0,0.0,0.0,8.05,0,1
619,3.0,18.0,0.0,0.0,8.3,0,1
620,3.0,32.0,0.0,0.0,22.525,0,1
621,3.0,19.0,1.0,0.0,7.8542,1,0
622,3.0,4.0,4.0,2.0,31.275,0,1
623,3.0,6.0,4.0,2.0,31.275,1,0
624,3.0,2.0,4.0,2.0,31.275,1,0
625,3.0,17.0,4.0,2.0,7.925,1,0
626,3.0,38.0,4.0,2.0,7.775,1,0
627,3.0,9.0,4.0,2.0,31.275,1,0
628,3.0,11.0,4.0,2.0,31.275,1,0
629,3.0,39.0,1.0,5.0,31.275,0,1
630,3.0,27.0,0.0,0.0,7.7958,0,1
631,3.0,26.0,0.0,0.0,7.775,0,1
632,3.0,39.0,1.0,5.0,31.275,1,0
633,3.0,20.0,0.0,0.0,7.8542,0,1
634,3.0,26.0,0.0,0.0,7.8958,0,1
635,3.0,25.0,1.0,0.0,17.8,0,1
636,3.0,18.0,1.0,0.0,17.8,1,0
637,3.0,24.0,0.0,0.0,7.775,0,1
638,3.0,35.0,0.0,0.0,7.05,0,1
639,3.0,5.0,4.0,2.0,31.3875,0,1
640,3.0,9.0,4.0,2.0,31.3875,0,1
641,3.0,3.0,4.0,2.0,31.3875,0,1
642,3.0,13.0,4.0,2.0,31.3875,0,1
643,3.0,5.0,4.0,2.0,31.3875,1,0
644,3.0,40.0,1.0,5.0,31.3875,0,1
645,3.0,23.0,0.0,0.0,7.7958,0,1
646,3.0,38.0,1.0,5.0,31.3875,1,0
647,3.0,45.0,0.0,0.0,7.225,1,0
648,3.0,21.0,0.0,0.0,7.225,0,1
649,3.0,23.0,0.0,0.0,7.05,0,1
650,3.0,17.0,0.0,0.0,14.4583,1,0
651,3.0,30.0,0.0,0.0,7.225,0,1
652,3.0,23.0,0.0,0.0,7.8542,0,1
653,3.0,13.0,0.0,0.0,7.2292,1,0
654,3.0,20.0,0.0,0.0,7.225,0,1
655,3.0,32.0,1.0,0.0,15.85,0,1
656,3.0,33.0,3.0,0.0,15.85,1,0
657,3.0,0.75,2.0,1.0,19.2583,1,0
658,3.0,0.75,2.0,1.0,19.2583,1,0
659,3.0,5.0,2.0,1.0,19.2583,1,0
660,3.0,24.0,0.0,3.0,19.2583,1,0
661,3.0,18.0,0.0,0.0,8.05,1,0
662,3.0,40.0,0.0,0.0,7.225,0,1
663,3.0,26.0,0.0,0.0,7.8958,0,1
664,3.0,20.0,0.0,0.0,7.2292,0,1
665,3.0,18.0,0.0,1.0,14.4542,1,0
666,3.0,45.0,0.0,1.0,14.4542,1,0
667,3.0,27.0,0.0,0.0,7.8792,1,0
668,3.0,22.0,0.0,0.0,8.05,0,1
669,3.0,19.0,0.0,0.0,8.05,0,1
670,3.0,26.0,0.0,0.0,7.775,0,1
671,3.0,22.0,0.0,0.0,9.35,0,1
672,3.0,,0.0,0.0,7.2292,0,1
673,3.0,20.0,0.0,0.0,4.0125,0,1
674,3.0,32.0,0.0,0.0,56.4958,0,1
675,3.0,21.0,0.0,0.0,7.775,0,1
676,3.0,18.0,0.0,0.0,7.75,0,1
677,3.0,26.0,0.0,0.0,7.8958,0,1
678,3.0,6.0,1.0,1.0,15.2458,0,1
679,3.0,9.0,1.0,1.0,15.2458,1,0
680,3.0,,0.0,0.0,7.225,0,1
681,3.0,,0.0,2.0,15.2458,1,0
682,3.0,,0.0,2.0,7.75,1,0
683,3.0,40.0,1.0,1.0,15.5,0,1
684,3.0,32.0,1.0,1.0,15.5,1,0
685,3.0,21.0,0.0,0.0,16.1,0,1
686,3.0,22.0,0.0,0.0,7.725,1,0
687,3.0,20.0,0.0,0.0,7.8542,1,0
688,3.0,29.0,1.0,0.0,7.0458,0,1
689,3.0,22.0,1.0,0.0,7.25,0,1
690,3.0,22.0,0.0,0.0,7.7958,0,1
691,3.0,35.0,0.0,0.0,8.05,0,1
692,3.0,18.5,0.0,0.0,7.2833,1,0
693,3.0,21.0,0.0,0.0,7.8208,0,1
694,3.0,19.0,0.0,0.0,6.75,0,1
695,3.0,18.0,0.0,0.0,7.8792,1,0
696,3.0,21.0,0.0,0.0,8.6625,1,0
697,3.0,30.0,0.0,0.0,8.6625,1,0
698,3.0,18.0,0.0,0.0,8.6625,0,1
699,3.0,38.0,0.0,0.0,8.6625,0,1
700,3.0,17.0,0.0,0.0,8.6625,0,1
701,3.0,17.0,0.0,0.0,8.6625,0,1
702,3.0,21.0,0.0,0.0,7.75,1,0
703,3.0,21.0,0.0,0.0,7.75,0,1
704,3.0,21.0,0.0,0.0,8.05,0,1
705,3.0,,1.0,0.0,14.4583,0,1
706,3.0,,1.0,0.0,14.4583,1,0
707,3.0,28.0,0.0,0.0,7.7958,0,1
708,3.0,24.0,0.0,0.0,7.8542,0,1
709,3.0,16.0,0.0,0.0,7.75,1,0
710,3.0,37.0,0.0,0.0,7.75,1,0
711,3.0,28.0,0.0,0.0,7.25,0,1
712,3.0,24.0,0.0,0.0,8.05,0,1
713,3.0,21.0,0.0,0.0,7.7333,0,1
714,3.0,32.0,0.0,0.0,56.4958,0,1
715,3.0,29.0,0.0,0.0,8.05,0,1
716,3.0,26.0,1.0,0.0,14.4542,0,1
717,3.0,18.0,1.0,0.0,14.4542,0,1
718,3.0,20.0,0.0,0.0,7.05,0,1
719,3.0,18.0,0.0,0.0,8.05,0,1
720,3.0,24.0,0.0,0.0,7.25,0,1
721,3.0,36.0,0.0,0.0,7.4958,0,1
722,3.0,24.0,0.0,0.0,7.4958,0,1
723,3.0,31.0,0.0,0.0,7.7333,0,1
724,3.0,31.0,0.0,0.0,7.75,0,1
725,3.0,22.0,0.0,0.0,7.75,1,0
726,3.0,30.0,0.0,0.0,7.6292,1,0
727,3.0,70.5,0.0,0.0,7.75,0,1
728,3.0,43.0,0.0,0.0,8.05,0,1
729,3.0,35.0,0.0,0.0,7.8958,0,1
730,3.0,27.0,0.0,0.0,7.8958,0,1
731,3.0,19.0,0.0,0.0,7.8958,0,1
732,3.0,30.0,0.0,0.0,8.05,0,1
733,3.0,9.0,1.0,1.0,15.9,0,1
734,3.0,3.0,1.0,1.0,15.9,0,1
735,3.0,36.0,0.0,2.0,15.9,1,0
736,3.0,59.0,0.0,0.0,7.25,0,1
737,3.0,19.0,0.0,0.0,8.1583,0,1
738,3.0,17.0,0.0,1.0,16.1,1,0
739,3.0,44.0,0.0,1.0,16.1,0,1
740,3.0,17.0,0.0,0.0,8.6625,0,1
741,3.0,22.5,0.0,0.0,7.225,0,1
742,3.0,45.0,0.0,0.0,8.05,0,1
743,3.0,22.0,0.0,0.0,10.5167,1,0
744,3.0,19.0,0.0,0.0,10.1708,0,1
745,3.0,30.0,0.0,0.0,6.95,1,0
746,3.0,29.0,0.0,0.0,7.75,0,1
747,3.0,0.3333,0.0,2.0,14.4,0,1
748,3.0,34.0,1.0,1.0,14.4,0,1
749,3.0,28.0,1.0,1.0,14.4,1,0
750,3.0,27.0,0.0,0.0,7.8958,0,1
751,3.0,25.0,0.0,0.0,7.8958,0,1
752,3.0,24.0,2.0,0.0,24.15,0,1
753,3.0,22.0,0.0,0.0,8.05,0,1
754,3.0,21.0,2.0,0.0,24.15,0,1
755,3.0,17.0,2.0,0.0,8.05,0,1
756,3.0,,1.0,0.0,16.1,0,1
757,3.0,,1.0,0.0,16.1,1,0
758,3.0,36.5,1.0,0.0,17.4,0,1
759,3.0,36.0,1.0,0.0,17.4,1,0
760,3.0,30.0,0.0,0.0,9.5,0,1
761,3.0,16.0,0.0,0.0,9.5,0,1
762,3.0,1.0,1.0,2.0,20.575,0,1
763,3.0,0.1667,1.0,2.0,20.575,1,0
764,3.0,26.0,1.0,2.0,20.575,0,1
765,3.0,33.0,1.0,2.0,20.575,1,0
766,3.0,25.0,0.0,0.0,7.8958,0,1
767,3.0,,0.0,0.0,7.8958,0,1
768,3.0,,0.0,0.0,7.8958,0,1
769,3.0,22.0,0.0,0.0,7.25,0,1
770,3.0,36.0,0.0,0.0,7.25,0,1
771,3.0,19.0,0.0,0.0,7.8792,1,0
772,3.0,17.0,0.0,0.0,7.8958,0,1
773,3.0,42.0,0.0,0.0,8.6625,0,1
774,3.0,43.0,0.0,0.0,7.8958,0,1
775,3.0,,0.0,0.0,7.2292,0,1
776,3.0,32.0,0.0,0.0,7.75,0,1
777,3.0,19.0,0.0,0.0,8.05,0,1
778,3.0,30.0,0.0,0.0,12.475,1,0
779,3.0,24.0,0.0,0.0,7.75,1,0
780,3.0,23.0,0.0,0.0,8.05,1,0
781,3.0,33.0,0.0,0.0,7.8958,0,1
782,3.0,65.0,0.0,0.0,7.75,0,1
783,3.0,24.0,0.0,0.0,7.55,0,1
784,3.0,23.0,1.0,0.0,13.9,0,1
785,3.0,22.0,1.0,0.0,13.9,1,0
786,3.0,18.0,0.0,0.0,7.775,0,1
787,3.0,16.0,0.0,0.0,7.775,0,1
788,3.0,45.0,0.0,0.0,6.975,0,1
789,3.0,,0.0,0.0,7.225,0,1
790,3.0,39.0,0.0,2.0,7.2292,0,1
791,3.0,17.0,1.0,1.0,7.2292,0,1
792,3.0,15.0,1.0,1.0,7.2292,0,1
793,3.0,47.0,0.0,0.0,7.25,0,1
794,3.0,5.0,0.0,0.0,12.475,1,0
795,3.0,,0.0,0.0,7.225,0,1
796,3.0,40.5,0.0,0.0,15.1,0,1
797,3.0,40.5,0.0,0.0,7.75,0,1
798,3.0,,0.0,0.0,7.05,0,1
799,3.0,18.0,0.0,0.0,7.7958,0,1
800,3.0,,0.0,0.0,7.75,1,0
801,3.0,,0.0,0.0,7.75,0,1
802,3.0,,0.0,0.0,6.95,0,1
803,3.0,26.0,0.0,0.0,7.8792,0,1
804,3.0,,0.0,0.0,7.75,0,1
805,3.0,,0.0,0.0,56.4958,0,1
806,3.0,21.0,2.0,2.0,34.375,1,0
807,3.0,9.0,2.0,2.0,34.375,1,0
808,3.0,,0.0,0.0,8.05,0,1
809,3.0,18.0,2.0,2.0,34.375,0,1
810,3.0,16.0,1.0,3.0,34.375,0,1
811,3.0,48.0,1.0,3.0,34.375,1,0
812,3.0,,0.0,0.0,7.75,0,1
813,3.0,,0.0,0.0,7.25,0,1
814,3.0,25.0,0.0,0.0,7.7417,0,1
815,3.0,,0.0,0.0,14.5,0,1
816,3.0,,0.0,0.0,7.8958,0,1
817,3.0,22.0,0.0,0.0,8.05,0,1
818,3.0,16.0,0.0,0.0,7.7333,1,0
819,3.0,,0.0,0.0,7.75,1,0
820,3.0,9.0,0.0,2.0,20.525,0,1
821,3.0,33.0,1.0,1.0,20.525,0,1
822,3.0,41.0,0.0,0.0,7.85,0,1
823,3.0,31.0,1.0,1.0,20.525,1,0
824,3.0,38.0,0.0,0.0,7.05,0,1
825,3.0,9.0,5.0,2.0,46.9,0,1
826,3.0,1.0,5.0,2.0,46.9,0,1
827,3.0,11.0,5.0,2.0,46.9,0,1
828,3.0,10.0,5.0,2.0,46.9,1,0
829,3.0,16.0,5.0,2.0,46.9,1,0
830,3.0,14.0,5.0,2.0,46.9,0,1
831,3.0,40.0,1.0,6.0,46.9,0,1
832,3.0,43.0,1.0,6.0,46.9,1,0
833,3.0,51.0,0.0,0.0,8.05,0,1
834,3.0,32.0,0.0,0.0,8.3625,0,1
835,3.0,,0.0,0.0,8.05,0,1
836,3.0,20.0,0.0,0.0,9.8458,0,1
837,3.0,37.0,2.0,0.0,7.925,0,1
838,3.0,28.0,2.0,0.0,7.925,0,1
839,3.0,19.0,0.0,0.0,7.775,0,1
840,3.0,24.0,0.0,0.0,8.85,1,0
841,3.0,17.0,0.0,0.0,7.7333,1,0
842,3.0,,1.0,0.0,19.9667,0,1
843,3.0,,1.0,0.0,19.9667,0,1
844,3.0,28.0,1.0,0.0,15.85,0,1
845,3.0,24.0,1.0,0.0,15.85,1,0
846,3.0,20.0,0.0,0.0,9.5,0,1
847,3.0,23.5,0.0,0.0,7.2292,0,1
848,3.0,41.0,2.0,0.0,14.1083,0,1
849,3.0,26.0,1.0,0.0,7.8542,0,1
850,3.0,21.0,0.0,0.0,7.8542,0,1
851,3.0,45.0,1.0,0.0,14.1083,1,0
852,3.0,,0.0,0.0,7.55,1,0
853,3.0,25.0,0.0,0.0,7.25,0,1
854,3.0,,0.0,0.0,6.8583,0,1
855,3.0,11.0,0.0,0.0,18.7875,0,1
856,3.0,,0.0,0.0,7.75,1,0
857,3.0,27.0,0.0,0.0,6.975,0,1
858,3.0,,0.0,0.0,56.4958,0,1
859,3.0,18.0,0.0,0.0,6.75,1,0
860,3.0,26.0,0.0,0.0,7.925,1,0
861,3.0,23.0,0.0,0.0,7.925,1,0
862,3.0,22.0,0.0,0.0,8.9625,1,0
863,3.0,28.0,0.0,0.0,7.8958,0,1
864,3.0,28.0,0.0,0.0,7.775,1,0
865,3.0,,0.0,0.0,7.75,1,0
866,3.0,2.0,0.0,1.0,12.2875,1,0
867,3.0,22.0,1.0,1.0,12.2875,1,0
868,3.0,43.0,0.0,0.0,6.45,0,1
869,3.0,28.0,0.0,0.0,22.525,0,1
870,3.0,27.0,0.0,0.0,7.925,1,0
871,3.0,,0.0,0.0,7.75,0,1
872,3.0,,0.0,0.0,8.05,1,0
873,3.0,42.0,0.0,0.0,7.65,0,1
874,3.0,,0.0,0.0,7.8875,0,1
875,3.0,30.0,0.0,0.0,7.2292,0,1
876,3.0,,0.0,0.0,7.8958,0,1
877,3.0,27.0,1.0,0.0,7.925,1,0
878,3.0,25.0,1.0,0.0,7.925,1,0
879,3.0,,0.0,0.0,7.8958,0,1
880,3.0,29.0,0.0,0.0,7.8958,0,1
881,3.0,21.0,0.0,0.0,7.7958,0,1
882,3.0,,0.0,0.0,7.05,0,1
883,3.0,20.0,0.0,0.0,7.8542,0,1
884,3.0,48.0,0.0,0.0,7.8542,0,1
885,3.0,17.0,1.0,0.0,7.0542,0,1
886,3.0,,0.0,0.0,7.75,1,0
887,3.0,,0.0,0.0,8.1125,0,1
888,3.0,34.0,0.0,0.0,6.4958,0,1
889,3.0,26.0,0.0,0.0,7.775,0,1
890,3.0,22.0,0.0,0.0,7.7958,0,1
891,3.0,33.0,0.0,0.0,8.6542,0,1
892,3.0,31.0,0.0,0.0,7.775,0,1
893,3.0,29.0,0.0,0.0,7.8542,0,1
894,3.0,4.0,1.0,1.0,11.1333,0,1
895,3.0,1.0,1.0,1.0,11.1333,1,0
896,3.0,49.0,0.0,0.0,0.0,0,1
897,3.0,33.0,0.0,0.0,7.775,0,1
898,3.0,19.0,0.0,0.0,0.0,0,1
899,3.0,27.0,0.0,2.0,11.1333,1,0
900,3.0,,1.0,2.0,23.45,0,1
901,3.0,,1.0,2.0,23.45,1,0
902,3.0,,1.0,2.0,23.45,0,1
903,3.0,,1.0,2.0,23.45,1,0
904,3.0,23.0,0.0,0.0,7.8958,0,1
905,3.0,32.0,0.0,0.0,7.8542,0,1
906,3.0,27.0,0.0,0.0,7.8542,0,1
907,3.0,20.0,1.0,0.0,9.825,1,0
908,3.0,21.0,1.0,0.0,9.825,1,0
909,3.0,32.0,0.0,0.0,7.925,0,1
910,3.0,17.0,0.0,0.0,7.125,0,1
911,3.0,21.0,0.0,0.0,8.4333,0,1
912,3.0,30.0,0.0,0.0,7.8958,0,1
913,3.0,21.0,0.0,0.0,7.7958,0,1
914,3.0,33.0,0.0,0.0,7.8542,0,1
915,3.0,22.0,0.0,0.0,7.5208,0,1
916,3.0,4.0,0.0,1.0,13.4167,1,0
917,3.0,39.0,0.0,1.0,13.4167,0,1
918,3.0,,0.0,0.0,7.2292,0,1
919,3.0,18.5,0.0,0.0,7.2292,0,1
920,3.0,,0.0,0.0,7.75,0,1
921,3.0,,0.0,0.0,7.25,0,1
922,3.0,,0.0,0.0,7.75,1,0
923,3.0,,0.0,0.0,7.75,1,0
924,3.0,34.5,0.0,0.0,7.8292,0,1
925,3.0,44.0,0.0,0.0,8.05,0,1
926,3.0,,0.0,0.0,7.75,0,1
927,3.0,,1.0,0.0,14.4542,0,1
928,3.0,,1.0,0.0,14.4542,1,0
929,3.0,,1.0,0.0,7.75,0,1
930,3.0,,1.0,0.0,7.75,0,1
931,3.0,,0.0,0.0,7.7375,0,1
932,3.0,22.0,2.0,0.0,8.6625,1,0
933,3.0,26.0,2.0,0.0,8.6625,0,1
934,3.0,4.0,0.0,2.0,22.025,1,0
935,3.0,29.0,3.0,1.0,22.025,0,1
936,3.0,26.0,1.0,1.0,22.025,1,0
937,3.0,1.0,1.0,1.0,12.1833,1,0
938,3.0,18.0,1.0,1.0,7.8542,0,1
939,3.0,36.0,0.0,2.0,12.1833,1,0
940,3.0,,0.0,0.0,7.8958,0,1
941,3.0,25.0,0.0,0.0,7.2292,0,1
942,3.0,,0.0,0.0,7.225,0,1
943,3.0,37.0,0.0,0.0,9.5875,1,0
944,3.0,,0.0,0.0,7.8958,0,1
945,3.0,,0.0,0.0,56.4958,0,1
946,3.0,,0.0,0.0,56.4958,0,1
947,3.0,22.0,0.0,0.0,7.25,1,0
948,3.0,,0.0,0.0,7.75,0,1
949,3.0,26.0,0.0,0.0,56.4958,0,1
950,3.0,29.0,0.0,0.0,9.4833,0,1
951,3.0,29.0,0.0,0.0,7.775,0,1
952,3.0,22.0,0.0,0.0,7.775,0,1
953,3.0,22.0,0.0,0.0,7.225,0,1
954,3.0,,3.0,1.0,25.4667,0,1
955,3.0,,3.0,1.0,25.4667,1,0
956,3.0,,3.0,1.0,25.4667,1,0
957,3.0,,3.0,1.0,25.4667,1,0
958,3.0,,0.0,4.0,25.4667,1,0
959,3.0,32.0,0.0,0.0,7.925,0,1
960,3.0,34.5,0.0,0.0,6.4375,0,1
961,3.0,,1.0,0.0,15.5,1,0
962,3.0,,1.0,0.0,15.5,0,1
963,3.0,36.0,0.0,0.0,0.0,0,1
964,3.0,39.0,0.0,0.0,24.15,0,1
965,3.0,24.0,0.0,0.0,9.5,0,1
966,3.0,25.0,0.0,0.0,7.775,1,0
967,3.0,45.0,0.0,0.0,7.75,1,0
968,3.0,36.0,1.0,0.0,15.55,0,1
969,3.0,30.0,1.0,0.0,15.55,1,0
970,3.0,20.0,1.0,0.0,7.925,0,1
971,3.0,,0.0,0.0,7.8792,0,1
972,3.0,28.0,0.0,0.0,56.4958,0,1
973,3.0,,0.0,0.0,7.55,0,1
974,3.0,30.0,1.0,0.0,16.1,0,1
975,3.0,26.0,1.0,0.0,16.1,1,0
976,3.0,,0.0,0.0,7.8792,0,1
977,3.0,20.5,0.0,0.0,7.25,0,1
978,3.0,27.0,0.0,0.0,8.6625,0,1
979,3.0,51.0,0.0,0.0,7.0542,0,1
980,3.0,23.0,0.0,0.0,7.8542,1,0
981,3.0,32.0,0.0,0.0,7.5792,0,1
982,3.0,,0.0,0.0,7.8958,0,1
983,3.0,,0.0,0.0,7.55,0,1
984,3.0,,0.0,0.0,7.75,1,0
985,3.0,24.0,0.0,0.0,7.1417,0,1
986,3.0,22.0,0.0,0.0,7.125,0,1
987,3.0,,0.0,0.0,7.8792,1,0
988,3.0,,0.0,0.0,7.75,0,1
989,3.0,,0.0,0.0,8.05,0,1
990,3.0,29.0,0.0,0.0,7.925,0,1
991,3.0,,0.0,0.0,7.2292,0,1
992,3.0,30.5,0.0,0.0,7.75,1,0
993,3.0,,0.0,0.0,7.7375,1,0
994,3.0,,0.0,0.0,7.2292,0,1
995,3.0,35.0,0.0,0.0,7.8958,0,1
996,3.0,33.0,0.0,0.0,7.8958,0,1
997,3.0,,0.0,0.0,7.225,1,0
998,3.0,,0.0,0.0,7.8958,0,1
999,3.0,,0.0,0.0,7.75,1,0
1000,3.0,,0.0,0.0,7.75,0,1
1001,3.0,,2.0,0.0,23.25,1,0
1002,3.0,,2.0,0.0,23.25,1,0
1003,3.0,,2.0,0.0,23.25,0,1
1004,3.0,,0.0,0.0,7.7875,1,0
1005,3.0,,0.0,0.0,15.5,0,1
1006,3.0,,0.0,0.0,7.8792,1,0
1007,3.0,15.0,0.0,0.0,8.0292,1,0
1008,3.0,35.0,0.0,0.0,7.75,1,0
1009,3.0,,0.0,0.0,7.75,0,1
1010,3.0,24.0,1.0,0.0,16.1,0,1
1011,3.0,19.0,1.0,0.0,16.1,1,0
1012,3.0,,0.0,0.0,7.75,1,0
1013,3.0,,0.0,0.0,8.05,1,0
1014,3.0,,0.0,0.0,8.05,1,0
1015,3.0,55.5,0.0,0.0,8.05,0,1
1016,3.0,,0.0,0.0,7.75,0,1
1017,3.0,21.0,0.0,0.0,7.775,0,1
1018,3.0,,0.0,0.0,8.05,0,1
1019,3.0,24.0,0.0,0.0,7.8958,0,1
1020,3.0,21.0,0.0,0.0,7.8958,0,1
1021,3.0,28.0,0.0,0.0,7.8958,0,1
1022,3.0,,0.0,0.0,7.8958,0,1
1023,3.0,,0.0,0.0,7.8792,1,0
1024,3.0,25.0,0.0,0.0,7.65,0,1
1025,3.0,6.0,0.0,1.0,12.475,0,1
1026,3.0,27.0,0.0,1.0,12.475,1,0
1027,3.0,,0.0,0.0,8.05,0,1
1028,3.0,,1.0,0.0,24.15,1,0
1029,3.0,,1.0,0.0,24.15,0,1
1030,3.0,,0.0,0.0,8.4583,0,1
1031,3.0,34.0,0.0,0.0,8.05,0,1
1032,3.0,,0.0,0.0,7.75,0,1
1033,3.0,,0.0,0.0,7.775,0,1
1034,3.0,,1.0,1.0,15.2458,0,1
1035,3.0,,1.0,1.0,15.2458,0,1
1036,3.0,,0.0,2.0,15.2458,1,0
1037,3.0,,0.0,0.0,7.2292,1,0
1038,3.0,,0.0,0.0,8.05,0,1
1039,3.0,,0.0,0.0,7.7333,1,0
1040,3.0,24.0,0.0,0.0,7.75,1,0
1041,3.0,,0.0,0.0,8.05,0,1
1042,3.0,,1.0,0.0,15.5,1,0
1043,3.0,,1.0,0.0,15.5,1,0
1044,3.0,,0.0,0.0,15.5,1,0
1045,3.0,18.0,0.0,0.0,7.75,0,1
1046,3.0,22.0,0.0,0.0,7.8958,0,1
1047,3.0,15.0,0.0,0.0,7.225,1,0
1048,3.0,1.0,0.0,2.0,15.7417,1,0
1049,3.0,20.0,1.0,1.0,15.7417,0,1
1050,3.0,19.0,1.0,1.0,15.7417,1,0
1051,3.0,33.0,0.0,0.0,8.05,0,1
1052,3.0,,0.0,0.0,7.8958,0,1
1053,3.0,,0.0,0.0,7.2292,0,1
1054,3.0,,0.0,0.0,7.75,1,0
1055,3.0,,0.0,0.0,7.8958,0,1
1056,3.0,12.0,1.0,0.0,11.2417,0,1
1057,3.0,14.0,1.0,0.0,11.2417,1,0
1058,3.0,29.0,0.0,0.0,7.925,1,0
1059,3.0,28.0,0.0,0.0,8.05,0,1
1060,3.0,18.0,0.0,0.0,7.775,1,0
1061,3.0,26.0,0.0,0.0,7.8542,1,0
1062,3.0,21.0,0.0,0.0,7.8542,0,1
1063,3.0,41.0,0.0,0.0,7.125,0,1
1064,3.0,39.0,0.0,0.0,7.925,0,1
1065,3.0,21.0,0.0,0.0,7.8,0,1
1066,3.0,28.5,0.0,0.0,7.2292,0,1
1067,3.0,22.0,0.0,0.0,7.75,1,0
1068,3.0,61.0,0.0,0.0,6.2375,0,1
1069,3.0,,1.0,0.0,15.5,0,1
1070,3.0,,0.0,0.0,7.8292,0,1
1071,3.0,,1.0,0.0,15.5,1,0
1072,3.0,,0.0,0.0,7.7333,0,1
1073,3.0,,0.0,0.0,7.75,0,1
1074,3.0,,0.0,0.0,7.75,0,1
1075,3.0,23.0,0.0,0.0,9.225,0,1
1076,3.0,,0.0,0.0,7.75,1,0
